"","contrast","estimate","SE","df","t.ratio","p.value"
"326","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - How does the community monitor the system they are managing GPT4x1",0.151515151514345,0.699780057532517,332750.024806074,0.21651824724557,1
"327","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - How does the community make decisions GPT4x1",-0.636363636364231,0.699780057532492,332750.024806074,-0.909376638437119,0.999999999686976
"328","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - Which country was the study conducted in GPT4x3",-1.00000000000001,0.164818905853912,1023.99999999993,-6.06726512846991,9.53623790933555e-07
"329","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.0909090909090911,0.164818905853913,1024,0.551569557133624,1
"330","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - What management mechanisms are used GPT4x3",0.0909090909091516,0.699780057532607,332750.024806074,0.129910948348104,1
"331","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",-0.0606060606068669,0.699780057532517,332750.024806074,-0.0866072988998413,1
"332","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.848484848485443,0.699780057532492,332750.024806074,-1.21250218458254,0.999999423873422
"333","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - What are the indicators of success of CBFM GPT4x3",-0.54545454545514,0.699780057532492,332750.024806074,-0.779465690089081,0.999999999995988
"334","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - How was the data on benefits collected GPT4x3",-0.151515151515152,0.164818905853913,1024,-0.919282595222706,0.999999999501753
"335","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.121212121212927,0.699780057532517,332750.024806074,-0.17321459779853,1
"336","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - Guidelines for future implementation of CBFM GPT4x3",-0.484848484848424,0.699780057532606,332750.024806074,-0.692858391189338,1
"337","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - How does the community monitor the system they are managing GPT4x3",0.151515151514345,0.699780057532517,332750.024806074,0.216518247245571,1
"338","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - How does the community make decisions GPT4x3",-0.757575757576352,0.699780057532491,332750.024806074,-1.0825912362345,0.999999966768656
"339","What management mechanisms are used GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",-0.3333333333342,0.699780057532468,332750.024773294,-0.476340143944062,1
"340","What management mechanisms are used GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",-0.848484848485504,0.69978005753246,332750.024773294,-1.21250218458268,0.999999423873422
"341","What management mechanisms are used GPT4x1 - What are the indicators of success of CBFM GPT4x1",-0.636363636364292,0.69978005753246,332750.024773294,-0.909376638437247,0.999999999686976
"342","What management mechanisms are used GPT4x1 - How was the data on benefits collected GPT4x1",-0.484848484848546,0.699780057532607,332750.024806074,-0.692858391189512,1
"343","What management mechanisms are used GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",-0.242424242425109,0.699780057532468,332750.024773294,-0.34642919559602,1
"344","What management mechanisms are used GPT4x1 - Guidelines for future implementation of CBFM GPT4x1",-0.606060606060606,0.164818905853912,1024,-3.67713038089084,0.0764850275677826
"345","What management mechanisms are used GPT4x1 - How does the community monitor the system they are managing GPT4x1",-0.181818181819049,0.699780057532468,332750.024773294,-0.259821896697325,1
"346","What management mechanisms are used GPT4x1 - How does the community make decisions GPT4x1",-0.969696969697625,0.69978005753246,332750.024773294,-1.38571678238008,0.999986773246304
"347","What management mechanisms are used GPT4x1 - Which country was the study conducted in GPT4x3",-1.3333333333334,0.699780057532608,332750.024806074,-1.90536057577101,0.993738615375678
"348","What management mechanisms are used GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",-0.242424242424303,0.699780057532607,332750.024806074,-0.346429195594799,1
"349","What management mechanisms are used GPT4x1 - What management mechanisms are used GPT4x3",-0.242424242424242,0.164818905853912,1024,-1.47085215235633,0.999946278350876
"350","What management mechanisms are used GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",-0.393939393940261,0.699780057532468,332750.024773294,-0.562947442842758,1
"351","What management mechanisms are used GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-1.18181818181884,0.69978005753246,332750.024773294,-1.68884232852551,0.999220215090206
"352","What management mechanisms are used GPT4x1 - What are the indicators of success of CBFM GPT4x3",-0.878787878788534,0.69978005753246,332750.024773294,-1.25580583403203,0.999998653079466
"353","What management mechanisms are used GPT4x1 - How was the data on benefits collected GPT4x3",-0.484848484848546,0.699780057532607,332750.024806074,-0.692858391189511,1
"354","What management mechanisms are used GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.454545454546321,0.699780057532468,332750.024773294,-0.649554741741453,1
"355","What management mechanisms are used GPT4x1 - Guidelines for future implementation of CBFM GPT4x3",-0.818181818181818,0.164818905853912,1024,-4.96412601420263,0.000391256117824534
"356","What management mechanisms are used GPT4x1 - How does the community monitor the system they are managing GPT4x3",-0.181818181819049,0.699780057532468,332750.024773294,-0.259821896697325,1
"357","What management mechanisms are used GPT4x1 - How does the community make decisions GPT4x3",-1.09090909090975,0.69978005753246,332750.024773294,-1.55893138017747,0.999835885704216
"358","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",-0.515151515151303,0.699780057532549,332750.024773294,-0.736162040638522,0.999999999999399
"359","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - What are the indicators of success of CBFM GPT4x1",-0.303030303030091,0.699780057532549,332750.024773294,-0.433036494493124,1
"360","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - How was the data on benefits collected GPT4x1",-0.151515151514345,0.699780057532517,332750.024806074,-0.216518247245571,1
"361","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.0909090909090909,0.164818905853913,1024,0.551569557133623,1
"362","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - Guidelines for future implementation of CBFM GPT4x1",-0.272727272726406,0.699780057532468,332750.024773294,-0.38973284504289,1
"363","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - How does the community monitor the system they are managing GPT4x1",0.151515151515151,0.164818905853912,1024,0.919282595222707,0.999999999501753
"364","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - How does the community make decisions GPT4x1",-0.636363636363425,0.699780057532549,332750.024773294,-0.909376638435893,0.999999999686976
"365","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - Which country was the study conducted in GPT4x3",-0.999999999999202,0.699780057532517,332750.024806074,-1.42902043182723,0.999973841543333
"366","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.0909090909098974,0.699780057532517,332750.024806074,0.129910948349186,1
"367","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - What management mechanisms are used GPT4x3",0.0909090909099579,0.699780057532468,332750.024773294,0.129910948349282,1
"368","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",-0.0606060606060606,0.164818905853913,1024,-0.367713038089082,1
"369","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.848484848484637,0.699780057532549,332750.024773294,-1.21250218458129,0.999999423873422
"370","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - What are the indicators of success of CBFM GPT4x3",-0.545454545454334,0.699780057532549,332750.024773294,-0.779465690087865,0.999999999995988
"371","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - How was the data on benefits collected GPT4x3",-0.151515151514345,0.699780057532517,332750.024806074,-0.216518247245571,1
"372","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.121212121212121,0.164818905853913,1023.99999999993,-0.735426076178164,0.999999999999359
"373","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - Guidelines for future implementation of CBFM GPT4x3",-0.484848484847618,0.699780057532468,332750.024773294,-0.692858391188323,1
"374","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - How does the community monitor the system they are managing GPT4x3",0.151515151515151,0.164818905853912,1023.99999999993,0.919282595222707,0.999999999501753
"375","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1) - How does the community make decisions GPT4x3",-0.757575757575546,0.699780057532549,332750.024773294,-1.08259123623326,0.999999966768656
"376","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - What are the indicators of success of CBFM GPT4x1",0.212121212121212,0.164818905853912,1024,1.28699563331179,0.999997281684549
"377","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - How was the data on benefits collected GPT4x1",0.363636363636958,0.699780057532492,332750.024806074,0.519643793393004,1
"378","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.606060606060394,0.699780057532549,332750.024773294,0.86607298898655,0.99999999991923
"379","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - Guidelines for future implementation of CBFM GPT4x1",0.242424242424898,0.69978005753246,332750.024773294,0.346429195595721,1
"380","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - How does the community monitor the system they are managing GPT4x1",0.666666666666455,0.699780057532549,332750.024773294,0.952680287885235,0.999999998881955
"381","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - How does the community make decisions GPT4x1",-0.121212121212121,0.164818905853914,1023.99999999993,-0.735426076178159,0.999999999999359
"382","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - Which country was the study conducted in GPT4x3",-0.484848484847899,0.699780057532492,332750.024806074,-0.692858391188701,1
"383","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.606060606061201,0.699780057532492,332750.024806074,0.866072988987773,0.99999999991923
"384","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - What management mechanisms are used GPT4x3",0.606060606061261,0.69978005753246,332750.024773294,0.866072988987899,0.99999999991923
"385","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.454545454545243,0.699780057532549,332750.024773294,0.649554741739837,1
"386","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.333333333333333,0.164818905853913,1024,-2.02242170948995,0.984010198101154
"387","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - What are the indicators of success of CBFM GPT4x3",-0.0303030303030302,0.164818905853912,1024,-0.183856519044541,1
"388","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - How was the data on benefits collected GPT4x3",0.363636363636958,0.699780057532492,332750.024806074,0.519643793393004,1
"389","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.393939393939182,0.699780057532549,332750.024773294,0.562947442841152,1
"390","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - Guidelines for future implementation of CBFM GPT4x3",0.0303030303036855,0.69978005753246,332750.024773294,0.0433036494502845,1
"391","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - How does the community monitor the system they are managing GPT4x3",0.666666666666455,0.699780057532549,332750.024773294,0.952680287885235,0.999999998881955
"392","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1) - How does the community make decisions GPT4x3",-0.242424242424242,0.164818905853914,1023.99999999993,-1.47085215235632,0.999946278350876
"393","What are the indicators of success of CBFM GPT4x1 - How was the data on benefits collected GPT4x1",0.151515151515746,0.699780057532492,332750.024806074,0.21651824724758,1
"394","What are the indicators of success of CBFM GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.393939393939182,0.699780057532549,332750.024773294,0.562947442841152,1
"395","What are the indicators of success of CBFM GPT4x1 - Guidelines for future implementation of CBFM GPT4x1",0.0303030303036856,0.69978005753246,332750.024773294,0.0433036494502845,1
"396","What are the indicators of success of CBFM GPT4x1 - How does the community monitor the system they are managing GPT4x1",0.454545454545243,0.699780057532549,332750.024773294,0.649554741739837,1
"397","What are the indicators of success of CBFM GPT4x1 - How does the community make decisions GPT4x1",-0.333333333333333,0.164818905853913,1024,-2.02242170948995,0.984010198101154
"398","What are the indicators of success of CBFM GPT4x1 - Which country was the study conducted in GPT4x3",-0.696969696969111,0.699780057532492,332750.024806074,-0.995983937334124,0.99999999629452
"399","What are the indicators of success of CBFM GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.393939393939989,0.699780057532492,332750.024806074,0.56294744284235,1
"400","What are the indicators of success of CBFM GPT4x1 - What management mechanisms are used GPT4x3",0.393939393940049,0.69978005753246,332750.024773294,0.562947442842462,1
"401","What are the indicators of success of CBFM GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.242424242424031,0.699780057532549,332750.024773294,0.346429195594439,1
"402","What are the indicators of success of CBFM GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.545454545454545,0.164818905853912,1024,-3.30941734280174,0.218164761277618
"403","What are the indicators of success of CBFM GPT4x1 - What are the indicators of success of CBFM GPT4x3",-0.242424242424242,0.164818905853913,1024,-1.47085215235633,0.999946278350876
"404","What are the indicators of success of CBFM GPT4x1 - How was the data on benefits collected GPT4x3",0.151515151515746,0.699780057532492,332750.024806074,0.216518247247581,1
"405","What are the indicators of success of CBFM GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.18181818181797,0.699780057532549,332750.024773294,0.259821896695753,1
"406","What are the indicators of success of CBFM GPT4x1 - Guidelines for future implementation of CBFM GPT4x3",-0.181818181817527,0.69978005753246,332750.024773294,-0.259821896695152,1
"407","What are the indicators of success of CBFM GPT4x1 - How does the community monitor the system they are managing GPT4x3",0.454545454545243,0.699780057532549,332750.024773294,0.649554741739837,1
"408","What are the indicators of success of CBFM GPT4x1 - How does the community make decisions GPT4x3",-0.454545454545454,0.164818905853913,1024,-2.75784778566811,0.62869827595725
"409","How was the data on benefits collected GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.242424242423436,0.699780057532517,332750.024806074,0.346429195593604,1
"410","How was the data on benefits collected GPT4x1 - Guidelines for future implementation of CBFM GPT4x1",-0.121212121212061,0.699780057532606,332750.024797879,-0.17321459779727,1
"411","How was the data on benefits collected GPT4x1 - How does the community monitor the system they are managing GPT4x1",0.303030303029497,0.699780057532517,332750.024806074,0.433036494492293,1
"412","How was the data on benefits collected GPT4x1 - How does the community make decisions GPT4x1",-0.484848484849079,0.699780057532491,332750.024806074,-0.692858391190388,1
"413","How was the data on benefits collected GPT4x1 - Which country was the study conducted in GPT4x3",-0.848484848484857,0.164818905853912,1023.99999999993,-5.14798253324721,0.000156258348637861
"414","How was the data on benefits collected GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.242424242424243,0.164818905853913,1024,1.47085215235633,0.999946278350876
"415","How was the data on benefits collected GPT4x1 - What management mechanisms are used GPT4x3",0.242424242424303,0.699780057532607,332750.024806074,0.346429195594799,1
"416","How was the data on benefits collected GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.0909090909082848,0.699780057532517,332750.024806074,0.129910948346882,1
"417","How was the data on benefits collected GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.696969696970291,0.699780057532492,332750.024806074,-0.995983937335811,0.99999999629452
"418","How was the data on benefits collected GPT4x1 - What are the indicators of success of CBFM GPT4x3",-0.393939393939988,0.699780057532492,332750.024806074,-0.56294744284235,1
"419","How was the data on benefits collected GPT4x1 - How was the data on benefits collected GPT4x3",1.38777878078145e-17,0.164818905853913,1024,8.42002180266568e-17,1
"420","How was the data on benefits collected GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.0303030303022241,0.699780057532517,332750.024806074,0.0433036494481925,1
"421","How was the data on benefits collected GPT4x1 - Guidelines for future implementation of CBFM GPT4x3",-0.333333333333273,0.699780057532606,332750.024806074,-0.476340143942643,1
"422","How was the data on benefits collected GPT4x1 - How does the community monitor the system they are managing GPT4x3",0.303030303029497,0.699780057532517,332750.024806074,0.433036494492294,1
"423","How was the data on benefits collected GPT4x1 - How does the community make decisions GPT4x3",-0.6060606060612,0.699780057532491,332750.024806074,-0.866072988987773,0.99999999991923
"424","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - Guidelines for future implementation of CBFM GPT4x1",-0.363636363635497,0.699780057532468,332750.024773294,-0.519643793390932,1
"425","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - How does the community monitor the system they are managing GPT4x1",0.0606060606060606,0.164818905853912,1024,0.367713038089083,1
"426","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - How does the community make decisions GPT4x1",-0.727272727272516,0.699780057532549,332750.024773294,-1.03928758678392,0.999999988541895
"427","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - Which country was the study conducted in GPT4x3",-1.09090909090829,0.699780057532518,332750.024806074,-1.55893138017526,0.99983588570422
"428","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",8.06514577345041e-13,0.699780057532518,332750.024806074,1.15252580959349e-12,1
"429","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - What management mechanisms are used GPT4x3",8.67021732187112e-13,0.699780057532468,332750.024773294,1.2389917701347e-12,1
"430","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",-0.151515151515151,0.164818905853913,1024,-0.919282595222705,0.999999999501753
"431","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.939393939393728,0.699780057532549,332750.024773294,-1.34241313292932,0.999993562901905
"432","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - What are the indicators of success of CBFM GPT4x3",-0.636363636363425,0.699780057532549,332750.024773294,-0.909376638435892,0.999999999686976
"433","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - How was the data on benefits collected GPT4x3",-0.242424242423436,0.699780057532517,332750.024806074,-0.346429195593604,1
"434","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.212121212121212,0.164818905853913,1024,-1.28699563331179,0.999997281684549
"435","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - Guidelines for future implementation of CBFM GPT4x3",-0.575757575756709,0.699780057532468,332750.024773294,-0.822769339536366,0.999999999981265
"436","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - How does the community monitor the system they are managing GPT4x3",0.0606060606060606,0.164818905853912,1024,0.367713038089083,1
"437","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x1) - How does the community make decisions GPT4x3",-0.848484848484636,0.699780057532548,332750.024773294,-1.21250218458129,0.999999423873422
"438","Guidelines for future implementation of CBFM GPT4x1 - How does the community monitor the system they are managing GPT4x1",0.424242424241557,0.699780057532468,332750.024773294,0.606251092289628,1
"439","Guidelines for future implementation of CBFM GPT4x1 - How does the community make decisions GPT4x1",-0.363636363637019,0.69978005753246,332750.024773294,-0.519643793393114,1
"440","Guidelines for future implementation of CBFM GPT4x1 - Which country was the study conducted in GPT4x3",-0.727272727272797,0.699780057532608,332750.024806074,-1.03928758678423,0.999999988541895
"441","Guidelines for future implementation of CBFM GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.363636363636303,0.699780057532606,332750.024806074,0.519643793391982,1
"442","Guidelines for future implementation of CBFM GPT4x1 - What management mechanisms are used GPT4x3",0.363636363636364,0.164818905853912,1024,2.2062782285345,0.950115818993177
"443","Guidelines for future implementation of CBFM GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.212121212120345,0.699780057532468,332750.024773294,0.303125546144195,1
"444","Guidelines for future implementation of CBFM GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.575757575758231,0.69978005753246,332750.024773294,-0.822769339538551,0.999999999981265
"445","Guidelines for future implementation of CBFM GPT4x1 - What are the indicators of success of CBFM GPT4x3",-0.272727272727928,0.69978005753246,332750.024773294,-0.389732845045069,1
"446","Guidelines for future implementation of CBFM GPT4x1 - How was the data on benefits collected GPT4x3",0.121212121212061,0.699780057532606,332750.024806074,0.17321459779727,1
"447","Guidelines for future implementation of CBFM GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.151515151514285,0.699780057532468,332750.024773294,0.216518247245499,1
"448","Guidelines for future implementation of CBFM GPT4x1 - Guidelines for future implementation of CBFM GPT4x3",-0.212121212121212,0.164818905853913,1024,-1.28699563331179,0.999997281684549
"449","Guidelines for future implementation of CBFM GPT4x1 - How does the community monitor the system they are managing GPT4x3",0.424242424241557,0.699780057532468,332750.024773294,0.606251092289628,1
"450","Guidelines for future implementation of CBFM GPT4x1 - How does the community make decisions GPT4x3",-0.48484848484914,0.69978005753246,332750.024773294,-0.692858391190506,1
"451","How does the community monitor the system they are managing GPT4x1 - How does the community make decisions GPT4x1",-0.787878787878576,0.699780057532548,332750.024773294,-1.12589488568261,0.999999909193028
"452","How does the community monitor the system they are managing GPT4x1 - Which country was the study conducted in GPT4x3",-1.15151515151435,0.699780057532517,332750.024806074,-1.64553867907395,0.999522846392757
"453","How does the community monitor the system they are managing GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",-0.0606060606052541,0.699780057532517,332750.024806074,-0.0866072988975366,1
"454","How does the community monitor the system they are managing GPT4x1 - What management mechanisms are used GPT4x3",-0.0606060606051936,0.699780057532468,332750.024773294,-0.0866072988974562,1
"455","How does the community monitor the system they are managing GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",-0.212121212121212,0.164818905853912,1024,-1.28699563331179,0.999997281684549
"456","How does the community monitor the system they are managing GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.999999999999788,0.699780057532549,332750.024773294,-1.429020431828,0.999973841543332
"457","How does the community monitor the system they are managing GPT4x1 - What are the indicators of success of CBFM GPT4x3",-0.696969696969485,0.699780057532549,332750.024773294,-0.995983937334578,0.99999999629452
"458","How does the community monitor the system they are managing GPT4x1 - How was the data on benefits collected GPT4x3",-0.303030303029497,0.699780057532517,332750.024806074,-0.433036494492293,1
"459","How does the community monitor the system they are managing GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.272727272727273,0.164818905853912,1024,-1.65470867140087,0.99942909500022
"460","How does the community monitor the system they are managing GPT4x1 - Guidelines for future implementation of CBFM GPT4x3",-0.636363636362769,0.699780057532468,332750.024773294,-0.909376638435061,0.999999999686976
"461","How does the community monitor the system they are managing GPT4x1 - How does the community monitor the system they are managing GPT4x3",5.89805981832114e-17,0.164818905853913,1024,3.57850926613291e-16,1
"462","How does the community monitor the system they are managing GPT4x1 - How does the community make decisions GPT4x3",-0.909090909090697,0.699780057532548,332750.024773294,-1.29910948347998,0.999996991551097
"463","How does the community make decisions GPT4x1 - Which country was the study conducted in GPT4x3",-0.363636363635778,0.699780057532492,332750.024806074,-0.519643793391317,1
"464","How does the community make decisions GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.727272727273322,0.699780057532492,332750.024806074,1.03928758678516,0.999999988541895
"465","How does the community make decisions GPT4x1 - What management mechanisms are used GPT4x3",0.727272727273383,0.69978005753246,332750.024773294,1.03928758678529,0.999999988541895
"466","How does the community make decisions GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.575757575757364,0.699780057532549,332750.024773294,0.822769339537208,0.999999999981265
"467","How does the community make decisions GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.212121212121212,0.164818905853914,1023.99999999993,-1.28699563331178,0.999997281684549
"468","How does the community make decisions GPT4x1 - What are the indicators of success of CBFM GPT4x3",0.090909090909091,0.164818905853913,1024,0.551569557133624,1
"469","How does the community make decisions GPT4x1 - How was the data on benefits collected GPT4x3",0.484848484849079,0.699780057532491,332750.024806074,0.692858391190388,1
"470","How does the community make decisions GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.515151515151304,0.699780057532549,332750.024773294,0.736162040638522,0.999999999999399
"471","How does the community make decisions GPT4x1 - Guidelines for future implementation of CBFM GPT4x3",0.151515151515807,0.69978005753246,332750.024773294,0.216518247247677,1
"472","How does the community make decisions GPT4x1 - How does the community monitor the system they are managing GPT4x3",0.787878787878576,0.699780057532548,332750.024773294,1.12589488568261,0.999999909193028
"473","How does the community make decisions GPT4x1 - How does the community make decisions GPT4x3",-0.121212121212121,0.164818905853913,1024,-0.735426076178162,0.999999999999359
"474","Which country was the study conducted in GPT4x3 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",1.0909090909091,0.164818905853913,1023.99999999993,6.61883468560354,3.06513703307587e-08
"475","Which country was the study conducted in GPT4x3 - What management mechanisms are used GPT4x3",1.09090909090916,0.699780057532608,332750.024806074,1.5589313801763,0.999835885704218
"476","Which country was the study conducted in GPT4x3 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.939393939393142,0.699780057532517,332750.024806074,1.34241313292854,0.999993562901905
"477","Which country was the study conducted in GPT4x3 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",0.151515151514566,0.699780057532492,332750.024806074,0.216518247245894,1
"478","Which country was the study conducted in GPT4x3 - What are the indicators of success of CBFM GPT4x3",0.454545454544869,0.699780057532492,332750.024806074,0.649554741739355,1
"479","Which country was the study conducted in GPT4x3 - How was the data on benefits collected GPT4x3",0.848484848484857,0.164818905853913,1023.99999999993,5.1479825332472,0.00015625834863775
"480","Which country was the study conducted in GPT4x3 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.878787878787081,0.699780057532518,332750.024806074,1.25580583402985,0.999998653079466
"481","Which country was the study conducted in GPT4x3 - Guidelines for future implementation of CBFM GPT4x3",0.515151515151584,0.699780057532608,332750.024806074,0.736162040638861,0.999999999999399
"482","Which country was the study conducted in GPT4x3 - How does the community monitor the system they are managing GPT4x3",1.15151515151435,0.699780057532517,332750.024806074,1.64553867907395,0.999522846392757
"483","Which country was the study conducted in GPT4x3 - How does the community make decisions GPT4x3",0.242424242423657,0.699780057532491,332750.024806074,0.346429195593933,1
"484","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - What management mechanisms are used GPT4x3",6.0507154842071e-14,0.699780057532607,332750.024806074,8.64659605411114e-14,1
